,identificador,fecha_prestamo,estado_prestamo,riesgo_prestamo,clasificacion_estado_prestamo,duracion_prestamo_meses,grado,sub_grado,grado_codificado,sub_grado_codificado,estado_verificacion,estado_verificacion_imputado,estado_verificacion_binario,estado_direccion,regiones_direccion,prestamo_aceptado_EUR,interes_prestamo,pago_mensual_EUR,pago_efectuado_EUR,interes_prestamo_imputado,duracion_prestamo_meses_imputado,pago_mensual_imputado_EUR,pago_efectuado_imputado_EUR,prestamo_aceptado_USD,pago_mensual_USD,pago_efectuado_USD,pago_mensual_imputado_USD,pago_efectuado_imputado_USD,prestamo_aceptado_USD_imputado,pago_mensual_USD_imputado,pago_efectuado_USD_imputado,pago_mensual_imputado_USD_imputado,pago_efectuado_imputado_USD_imputado
91,38028516,1,Fully Paid,Bajo,Positivo,36,D,D1,3,15,Source Verified,Source Verified,Positivo,CA,west,6000,15.59,209.73,6281.35,15.59,36,209.7297041,6281.35,6772.773027,236.7422812,7090.359643,236.7419471,7090.359643,6772.773027,236.7422812,7090.359643,236.7419471,7090.359643
92,38058468,1,Current,Bajo,Positivo,36,C,C5,2,14,Not Verified,Not Verified,Negativo,MO,midwest,8000,14.99,277.29,3314.16,14.99,36,277.2834533,3314.16,9030.364037,313.0037055,3741.008909,312.9963156,3741.008909,9030.364037,313.0037055,3741.008909,312.9963156,3741.008909
93,38078645,1,Late (16-30 days),Intermedio,Positivo,36,C,C5,2,14,Not Verified,Not Verified,Negativo,TX,south,3875,14.99,134.31,3687.54,14.99,36,134.3091727,3687.54,4374.08258,151.6085242,4162.478575,151.6075904,4162.478575,4374.08258,151.6085242,4162.478575,151.6075904,4162.478575
94,38098252,1,Charged Off,Alto,Negativo,36,C,C5,2,14,Source Verified,Source Verified,Positivo,WI,midwest,6000,14.99,207.97,197.98,14.99,36,207.96259,197.98,6772.773027,234.7556011,223.478934,234.7472367,223.478934,6772.773027,234.7556011,223.478934,234.7472367,223.478934
95,38108327,1,No especificado,No especificado,Negativo,36,C,C3,2,12,Verified,Verified,Positivo,CA,west,1200,13.66,40.82,488.02,13.66,36,40.81527291,488.02,1354.554605,46.0774325,550.8747821,46.07209658,550.8747821,1354.554605,46.0774325,550.8747821,46.07209658,550.8747821
96,38141178,1,Current,Bajo,Positivo,36,D,D4,3,18,Not Verified,Not Verified,Negativo,SC,south,4750,17.14,169.69,2027.23,17.14,36,169.6816006,2027.23,5361.778647,191.5453092,2288.328111,191.5358279,2288.328111,5361.778647,191.5453092,2288.328111,191.5358279,2288.328111
97,38141958,0,Fully Paid,Bajo,Positivo,36,D,D1,3,15,Verified,Verified,Positivo,CA,west,10000,15.59,349.55,10961.22,15.59,36,349.5495068,10961.22,,,,,,12098.62828,422.9075516,13261.57263,422.9069549,13261.57263
98,38151414,1,Current,Bajo,Positivo,60,C,C4,2,13,Source Verified,Source Verified,Positivo,CA,west,26800,14.31,627.91,,14.31,60,627.9046648,3068.817767,30251.71952,708.7819853,,708.775963,3464.0677,30251.71952,708.7819853,,708.775963,3464.0677
99,38151481,1,Current,Bajo,Positivo,36,A,A1,0,0,Source Verified,Source Verified,Positivo,MA,east,25000,6.030149265,760.89,,6.030149265,36,760.89,9611.7131,28219.88761,858.8892115,,858.8892115,10849.65854,28219.88761,858.8892115,,858.8892115,10849.65854
100,38151638,1,Current,Bajo,Positivo,60,F,F1,5,25,Source Verified,Source Verified,Positivo,AL,south,14475,22.99,407.9739088,4858.78,22.99,60,407.9739088,4858.78,16339.31493,460.5191143,5484.569022,460.5191143,5484.569022,16339.31493,460.5191143,5484.569022,460.5191143,5484.569022
101,38162231,1,Current,Bajo,Positivo,60,E,E1,4,20,Source Verified,Source Verified,Positivo,SC,south,12000,18.54,308.26,3686.76,18.54,60,308.2571907,3686.76,13545.54605,347.9625022,4161.598114,347.9593311,4161.598114,13545.54605,347.9625022,4161.598114,347.9593311,4161.598114
102,38162496,1,Current,Bajo,Positivo,36,E,E5,4,24,Verified,Verified,Positivo,NV,west,11700,21.99,446.77,5346.95,21.99,36,446.7677768,5346.95,13206.9074,504.3119676,6035.613123,504.309458,6035.613123,13206.9074,504.3119676,6035.613123,504.309458,6035.613123
103,38171495,1,Current,Bajo,Positivo,60,D,D5,3,19,Source Verified,Source Verified,Positivo,GA,south,11325,17.86,286.7187532,3418.17,17.86,60,286.7187532,3418.17,12783.60909,323.6468397,3858.41493,323.6468397,3858.41493,12783.60909,323.6468397,3858.41493,323.6468397,3858.41493
104,38171566,1,Current,Bajo,Positivo,36,B,B3,1,7,Not Verified,Not Verified,Negativo,CA,west,6250,10.49312112,203.12,,10.49312112,36,203.12,1425.871623,7054.971904,229.2809429,,229.2809429,1609.517478,7054.971904,229.2809429,,229.2809429,1609.517478
105,38171736,1,Current,Bajo,Positivo,60,G,G4,6,33,Source Verified,Source Verified,Positivo,TX,south,28000,25.99,838.17,9977.18,25.99,60,838.1673831,9977.18,31606.27413,946.1225281,11262.19593,946.1195741,11262.19593,31606.27413,946.1225281,11262.19593,946.1195741,11262.19593
106,38171949,1,Current,Bajo,Positivo,60,C,C3,2,12,Verified,Verified,Positivo,IL,midwest,20000,13.66,461.85,5511.84,13.66,60,461.8471665,5511.84,22575.91009,521.3342038,6221.740214,521.3310053,6221.740214,22575.91009,521.3342038,6221.740214,521.3310053,6221.740214
107,38171990,1,Fully Paid,Bajo,Positivo,60,F,F5,5,29,Verified,Verified,Positivo,CA,west,35000,25.57,1039.03,35522.06,25.57,60,1039.02512,35522.06,39507.84266,1172.852393,40097.14164,1172.846885,40097.14164,39507.84266,1172.852393,40097.14164,1172.846885,40097.14164
108,38172140,1,Current,Bajo,Positivo,36,B,B1,1,5,Source Verified,Source Verified,Positivo,CA,west,9900,8.67020597,313.3,3750.06,8.67020597,36,313.3,3750.06,11175.0755,353.6516316,4233.05087,353.6516316,4233.05087,11175.0755,353.6516316,4233.05087,353.6516316,4233.05087
109,38181359,1,Current,Bajo,Positivo,60,C,C4,2,13,Source Verified,Source Verified,Positivo,GA,south,24000,14.31,562.31,6709.56,14.31,60,562.3026849,6709.56,27091.09211,634.7330002,7573.721166,634.724743,7573.721166,27091.09211,634.7330002,7573.721166,634.724743,7573.721166
110,38182010,1,Current,Bajo,Positivo,36,D,D5,3,19,Source Verified,Source Verified,Positivo,WA,west,20000,17.86,721.65,7918.31,17.86,36,721.6440688,7918.31,22575.91009,814.5952759,8938.152732,814.5885807,8938.152732,22575.91009,814.5952759,8938.152732,814.5885807,8938.152732
111,38191359,1,No especificado,No especificado,Negativo,36,D,D2,3,16,Verified,Verified,Positivo,NY,east,4750,15.99,166.98,4974.84,15.99,36,166.972457,4974.84,5361.778647,188.4862734,5615.577028,188.4777589,5615.577028,5361.778647,188.4862734,5615.577028,188.4777589,5615.577028
112,38201230,1,Charged Off,Alto,Negativo,36,C,C5,2,14,Source Verified,Source Verified,Positivo,VA,south,15000,12.99041059,505.34,1999.71,12.99041059,36,505.34,1999.71,16931.93257,570.4255203,2257.263658,570.4255203,2257.263658,16931.93257,570.4255203,2257.263658,570.4255203,2257.263658
113,38211297,1,Current,Bajo,Positivo,36,C,C1,2,10,Source Verified,Source Verified,Positivo,NY,east,20625,12.3906736,688.9,8238.41,12.3906736,36,688.9,8238.41,23281.40728,777.6272231,9299.480173,777.6272231,9299.480173,23281.40728,777.6272231,9299.480173,777.6272231,9299.480173
114,38211876,1,Current,Bajo,Positivo,60,D,D5,3,19,Verified,Verified,Positivo,CT,east,32000,17.86,810.16,9658.42,17.86,60,810.1545343,9658.42,36121.45615,914.504966,10902.38108,914.4987964,10902.38108,36121.45615,914.504966,10902.38108,914.4987964,10902.38108
115,38212467,1,Current,Bajo,Positivo,36,C,C3,2,12,Source Verified,Source Verified,Positivo,GA,south,20000,13.66,680.26,8132.76,13.66,36,680.2545485,8132.76,22575.91009,767.8744299,9180.222928,767.8682763,9180.222928,22575.91009,767.8744299,9180.222928,767.8682763,9180.222928
116,38212617,1,Current,Bajo,Positivo,60,E,E4,4,23,Source Verified,Source Verified,Positivo,UT,west,10800,20.99,292.12,3480.25,20.99,60,292.1155364,3480.25,12190.99145,329.7437428,3928.490555,329.7387043,3928.490555,12190.99145,329.7437428,3928.490555,329.7387043,3928.490555
117,38212702,1,Current,Bajo,Positivo,60,B,B5,1,9,Source Verified,Source Verified,Positivo,MI,midwest,20000,11.99020843,444.79,5324.16,11.99020843,60,444.79,5324.16,22575.91009,502.0769525,6009.887874,502.0769525,6009.887874,22575.91009,502.0769525,6009.887874,502.0769525,6009.887874
118,38221902,1,Current,Bajo,Positivo,36,A,A2,0,1,Source Verified,Source Verified,Positivo,SC,south,5000,6.493402392,153.23,1835.15,6.493402392,36,153.23,1835.15,5643.977523,172.9653352,2071.50907,172.9653352,2071.50907,5643.977523,172.9653352,2071.50907,172.9653352,2071.50907
119,38232469,1,Current,Bajo,Positivo,36,C,C3,2,12,Verified,Verified,Positivo,WV,south,6225,13.66,211.73,2545.7,13.66,36,211.7292282,2545.7,7026.752016,238.9998722,2873.574716,238.999001,2873.574716,7026.752016,238.9998722,2873.574716,238.999001,2873.574716
120,38242030,1,Current,Bajo,Positivo,36,C,C4,2,13,No especificado,Not Verified,Negativo,MD,south,4000,14.31,137.32,1641.48,14.31,36,137.3135481,1641.48,4515.182018,155.0061987,1852.895245,154.9989158,1852.895245,4515.182018,155.0061987,1852.895245,154.9989158,1852.895245
121,38242401,1,Current,Bajo,Positivo,36,B,B2,1,6,Source Verified,Source Verified,Positivo,NJ,east,19500,9.49094681,624.56,7474.16,9.49094681,36,624.56,7474.16,22011.51234,705.0005203,8436.798208,705.0005203,8436.798208,22011.51234,705.0005203,8436.798208,705.0005203,8436.798208
122,38261283,1,Late (16-30 days),Intermedio,Positivo,36,A,A4,0,3,Not Verified,Not Verified,Negativo,AR,south,7000,7.492681571,217.72,2389.09,7.492681571,36,217.72,2389.09,7901.568532,245.7613573,2696.794052,245.7613573,2696.794052,7901.568532,245.7613573,2696.794052,245.7613573,2696.794052
123,38261765,1,Current,Bajo,Positivo,36,A,A3,0,2,Not Verified,Not Verified,Negativo,AK,west,18000,6.9905531,555.71,6654.54,6.9905531,36,555.71,6654.54,20318.31908,627.2829498,7511.614837,627.2829498,7511.614837,20318.31908,627.2829498,7511.614837,627.2829498,7511.614837
124,38272059,1,Current,Bajo,Positivo,36,C,C4,2,13,Source Verified,Source Verified,Positivo,ENE,RNE,5000,14.31,171.65,2051.85,14.31,36,171.6419351,2051.85,5643.977523,193.7577484,2316.119056,193.7486447,2316.119056,5643.977523,193.7577484,2316.119056,193.7486447,2316.119056
125,38272154,1,Current,Bajo,Positivo,36,B,B1,1,5,Source Verified,Source Verified,Positivo,OH,midwest,14000,8.670128233,443.05,5303.11,8.670128233,36,443.05,5303.11,15803.13706,500.1128483,5986.126728,500.1128483,5986.126728,15803.13706,500.1128483,5986.126728,500.1128483,5986.126728
126,38281530,1,Current,Bajo,Positivo,36,C,C5,2,14,Verified,Verified,Positivo,KY,south,10000,14.99,346.61,4142.66,14.99,36,346.6043166,4142.66,11287.95505,391.2518098,4676.215985,391.2453945,4676.215985,11287.95505,391.2518098,4676.215985,391.2453945,4676.215985
127,38282489,1,Current,Bajo,Positivo,36,A,A5,0,4,Not Verified,Not Verified,Negativo,MT,west,6000,8.19196888,188.55,2257.14,8.19196888,36,188.55,2257.14,6772.773027,212.8343924,2547.849485,212.8343924,2547.849485,6772.773027,212.8343924,2547.849485,212.8343924,2547.849485
128,38291244,1,Current,Bajo,Positivo,36,C,C1,2,10,Verified,Verified,Positivo,FL,south,20000,12.39023094,668.02,14088.74,12.39023094,36,668.02,14088.74,22575.91009,754.057973,15903.30638,754.057973,15903.30638,22575.91009,754.057973,15903.30638,754.057973,15903.30638
129,38301173,1,Current,Bajo,Positivo,60,D,D3,3,17,Source Verified,Source Verified,Positivo,NY,east,24000,16.49,589.91,7034.95,16.49,60,589.9002289,7034.95,27091.09211,665.8877561,7941.019935,665.8767265,7941.019935,27091.09211,665.8877561,7941.019935,665.8767265,7941.019935
130,38311414,1,Current,Bajo,Positivo,60,C,C3,2,12,Not Verified,Not Verified,Negativo,MD,south,15000,13.66,346.39,4145.3,13.66,60,346.3853748,4145.3,16931.93257,391.0034748,4679.196005,390.998254,4679.196005,16931.93257,391.0034748,4679.196005,390.998254,4679.196005
131,38311693,1,Late (31-120 days),Alto,Negativo,36,B,B2,1,6,Verified,Verified,Positivo,CO,west,2500,9.497968255,80.08,718.08,9.497968255,36,80.08,718.08,2821.988761,90.39394401,810.5654759,90.39394401,810.5654759,2821.988761,90.39394401,810.5654759,90.39394401,810.5654759
132,38312082,1,Current,Bajo,Positivo,36,B,B5,1,9,Source Verified,Source Verified,Positivo,IN,midwest,10000,11.99097613,332.1,,11.99097613,36,332.1,2992.358887,11287.95505,374.8729871,,374.8729871,3377.76126,11287.95505,374.8729871,,374.8729871,3377.76126
133,38312255,1,Current,Bajo,Positivo,60,B,B4,1,8,Source Verified,Source Verified,Positivo,IL,midwest,12675,11.4408401,278.38,3324.45,11.4408401,60,278.38,3324.45,14307.48302,314.2340926,3752.624215,314.2340926,3752.624215,14307.48302,314.2340926,3752.624215,314.2340926,3752.624215
134,38321857,1,Current,Bajo,Positivo,36,B,B4,1,8,Verified,Verified,Positivo,NJ,east,13000,,,5123.32,28.99,36,544.7035885,5123.32,14674.34156,,5783.180584,614.858962,5783.180584,14674.34156,,5783.180584,614.858962,5783.180584
135,38341427,1,Current,Bajo,Positivo,36,A,A1,0,0,Source Verified,Source Verified,Positivo,TX,south,25000,6.030149265,760.89,21153.04,6.030149265,36,760.89,21153.04,28219.88761,858.8892115,23877.45646,858.8892115,23877.45646,28219.88761,858.8892115,23877.45646,858.8892115,23877.45646
136,38342108,1,Fully Paid,Bajo,Positivo,60,E,E3,4,22,Source Verified,Source Verified,Positivo,GA,south,20000,19.99,529.77,20133.27,19.99,60,529.7663974,20133.27,22575.91009,598.0019945,22726.34467,597.9979278,22726.34467,22575.91009,598.0019945,22726.34467,597.9979278,22726.34467
137,38342391,1,No especificado,No especificado,Negativo,36,B,B1,1,5,Not Verified,Not Verified,Negativo,CA,west,9500,8.672153474,300.65,3598.65,8.672153474,36,300.65,3598.65,10723.55729,339.3723684,4062.139943,339.3723684,4062.139943,10723.55729,339.3723684,4062.139943,339.3723684,4062.139943
138,38342504,1,Current,Bajo,Positivo,60,E,E5,4,24,Verified,Verified,Positivo,NY,east,35000,21.99,966.47,12478.59,21.99,60,966.4629332,12478.59,39507.84266,1090.946991,14085.7763,1090.939014,14085.7763,39507.84266,1090.946991,14085.7763,1090.939014,14085.7763
139,38362671,1,Current,Bajo,Positivo,60,B,B5,1,9,Not Verified,Not Verified,Negativo,NH,east,14525,,,3857.01,28.99,60,460.9622386,3857.01,16395.7547,,4353.775549,520.3321027,4353.775549,16395.7547,,4353.775549,520.3321027,4353.775549
140,38382064,1,Current,Bajo,Positivo,60,D,D4,3,18,Not Verified,Not Verified,Negativo,CA,west,12000,17.14,299.14,3566.83,17.14,60,299.1349815,3566.83,13545.54605,337.6678872,4026.22167,337.6622223,4026.22167,13545.54605,337.6678872,4026.22167,337.6622223,4026.22167
141,38413636,1,Current,Bajo,Positivo,36,A,A5,0,4,Not Verified,Not Verified,Negativo,MO,midwest,12000,8.190165529,377.09,4514.16,8.190165529,36,377.09,4514.16,13545.54605,425.6574968,5095.563515,425.6574968,5095.563515,13545.54605,425.6574968,5095.563515,425.6574968,5095.563515
142,38413974,1,Current,Bajo,Positivo,36,D,D1,3,15,Verified,Verified,Positivo,CA,west,9000,15.59,314.6,3490.96,15.59,36,314.5945561,3490.96,10159.15954,355.1190657,3940.579955,355.1129207,3940.579955,10159.15954,355.1190657,3940.579955,355.1129207,3940.579955
143,38414180,1,Current,Bajo,Positivo,60,E,E3,4,22,Source Verified,Source Verified,Positivo,NH,east,26050,19.99,690.03,8251.43,19.99,60,690.0207326,8251.43,29405.12289,778.902762,9314.17709,778.892301,9314.17709,29405.12289,778.902762,9314.17709,778.892301,9314.17709
144,38414664,1,Current,Bajo,Positivo,36,C,C2,2,11,Verified,Verified,Positivo,OH,midwest,6000,12.99179479,202.14,,12.99179479,36,202.14,1816.857184,6772.773027,228.1747233,,228.1747233,2050.860222,6772.773027,228.1747233,,228.1747233,2050.860222
145,38414904,1,Current,Bajo,Positivo,36,B,B2,1,6,Not Verified,Not Verified,Negativo,OK,south,10000,9.491550232,320.29,3838.21,9.491550232,36,320.29,3838.21,11287.95505,361.5419122,4332.554194,361.5419122,4332.554194,11287.95505,361.5419122,4332.554194,361.5419122,4332.554194
146,38415266,1,Current,Bajo,Positivo,36,D,D5,3,19,Source Verified,Source Verified,Positivo,CA,west,11200,15.59,391.5,4296.8,15.59,36,391.4954476,4296.8,12642.50965,441.92344,4850.208524,441.9183013,4850.208524,12642.50965,441.92344,4850.208524,441.9183013,4850.208524
147,38415532,1,Current,Bajo,Positivo,36,A,A5,0,4,Source Verified,Source Verified,Positivo,IL,midwest,18000,8.190766649,565.64,6779.49,8.190766649,36,565.64,6779.49,20318.31908,638.4918892,7652.657835,638.4918892,7652.657835,20318.31908,638.4918892,7652.657835,638.4918892,7652.657835
148,38416309,1,Current,Bajo,Positivo,36,C,C4,2,13,Source Verified,Source Verified,Positivo,NY,east,8500,14.31,291.8,3203.04,14.31,36,291.7912897,3203.04,9594.761789,329.3825282,3615.577153,329.3726961,3615.577153,9594.761789,329.3825282,3615.577153,329.3726961,3615.577153
149,38417018,0,Current,Bajo,Positivo,60,D,D1,3,15,Source Verified,Source Verified,Positivo,NY,east,20000,15.59,482.02,5258.91,15.59,60,482.0149744,5258.91,,,,,,24197.25657,583.1780805,6362.559726,583.1720001,6362.559726
150,38417249,1,Current,Bajo,Positivo,36,A,A1,0,0,Not Verified,Not Verified,Negativo,VT,east,8000,,,2919.2,28.99,36,335.2022083,2919.2,9030.364037,,3295.179837,378.3747459,3295.179837,9030.364037,,3295.179837,378.3747459,3295.179837
151,38417514,1,No especificado,No especificado,Negativo,60,E,E1,4,20,Not Verified,Not Verified,Negativo,OH,midwest,15000,18.54,385.33,4593.06,18.54,60,385.3214883,4593.06,16931.93257,434.9587718,5184.62548,434.9491638,5184.62548,16931.93257,434.9587718,5184.62548,434.9491638,5184.62548
152,38417815,1,Default,Alto,Negativo,60,D,D1,3,15,Source Verified,Source Verified,Positivo,MN,midwest,21600,15.59,520.58,3606.64,15.59,60,520.5761723,3606.64,24381.9829,587.6283638,4071.159019,587.6240431,4071.159019,24381.9829,587.6283638,4071.159019,587.6240431,4071.159019
153,38419045,1,Current,Bajo,Positivo,36,A,A2,0,1,Not Verified,Not Verified,Negativo,FL,south,18000,6.491205209,551.61,6054.73,6.491205209,36,551.61,6054.73,20318.31908,622.6548883,6834.552005,622.6548883,6834.552005,20318.31908,622.6548883,6834.552005,622.6548883,6834.552005
154,38425210,1,Current,Bajo,Positivo,36,B,B2,1,6,Verified,Verified,Positivo,WA,west,35000,9.490022078,1120.99,13433.43,9.490022078,36,1120.99,13433.43,39507.84266,1265.368473,15163.59539,1265.368473,15163.59539,39507.84266,1265.368473,15163.59539,1265.368473,15163.59539
155,38426634,1,Late (16-30 days),Intermedio,Positivo,36,B,B3,1,7,Source Verified,Source Verified,Positivo,ENE,RNE,20000,10.49057604,649.96,7137.9,10.49057604,36,649.96,7137.9,22575.91009,733.6719262,8057.229432,733.6719262,8057.229432,22575.91009,733.6719262,8057.229432,733.6719262,8057.229432
156,38426735,1,Current,Bajo,Positivo,60,E,E1,4,20,Source Verified,Source Verified,Positivo,MD,south,12000,18.54,308.26,3366.14,18.54,60,308.2571907,3366.14,13545.54605,347.9625022,3799.6837,347.9593311,3799.6837,13545.54605,347.9625022,3799.6837,347.9593311,3799.6837
157,38426884,1,Charged Off,Alto,Negativo,36,E,E1,4,20,Not Verified,Not Verified,Negativo,TX,south,4000,18.54,145.7,,18.54,36,145.6954499,1948.365667,4515.182018,164.465505,,164.4603689,2199.306406,4515.182018,164.465505,,164.4603689,2199.306406
158,38427284,1,No especificado,No especificado,Negativo,36,F,F2,5,26,Verified,Verified,Positivo,MN,midwest,3500,23.99,137.3,1534.17,23.99,36,137.2966078,1534.17,3950.784266,154.9836228,1731.764199,154.9797937,1731.764199,3950.784266,154.9836228,1731.764199,154.9797937,1731.764199
159,38427410,1,Current,Bajo,Positivo,60,C,C4,2,13,Source Verified,Source Verified,Positivo,NY,east,17425,14.31,408.26,4871.41,14.31,60,408.2551785,4871.41,19669.26167,460.8420527,5498.825709,460.8366103,5498.825709,19669.26167,460.8420527,5498.825709,460.8366103,5498.825709
160,38427713,1,Current,Bajo,Positivo,60,B,B2,1,6,Verified,Verified,Positivo,OH,midwest,14000,9.490344074,293.96,3509.07,9.490344074,60,293.96,3509.07,15803.13706,331.8207265,3961.022441,331.8207265,3961.022441,15803.13706,331.8207265,3961.022441,331.8207265,3961.022441
161,38428098,1,Current,Bajo,Positivo,60,E,E1,4,20,Verified,Verified,Positivo,MI,midwest,35000,18.54,899.09,10716.98,18.54,60,899.0834728,10716.98,39507.84266,1014.88875,12097.27885,1014.881382,12097.27885,39507.84266,1014.88875,12097.27885,1014.881382,12097.27885
162,38428632,1,Fully Paid,Bajo,Positivo,36,C,C5,2,14,Source Verified,Source Verified,Positivo,CA,west,8000,14.99,277.29,8569.74,14.99,36,277.2834533,8569.74,9030.364037,313.0037055,9673.483987,312.9963156,9673.483987,9030.364037,313.0037055,9673.483987,312.9963156,9673.483987
163,38428667,1,Current,Bajo,Positivo,36,B,B5,1,9,Verified,Verified,Positivo,NY,east,3500,11.99396734,116.24,1276.31,11.99396734,36,116.24,1276.31,3950.784266,131.2111895,1440.69299,131.2111895,1440.69299,3950.784266,131.2111895,1440.69299,131.2111895,1440.69299
164,38429476,1,Fully Paid,Bajo,Positivo,36,D,D3,3,17,Verified,Verified,Positivo,MD,south,4575,16.49,161.96,5090.13,16.49,36,161.952373,5090.13,5164.239433,182.8197199,5745.715862,182.8111106,5745.715862,5164.239433,182.8197199,5745.715862,182.8111106,5745.715862
